Linux 4.15.0-96-generic (team25-hw6) 	04/25/20 	_x86_64_	(48 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:47    64055      4870   14.00  100.00  100.00    0.00   26.74    37    296.00      0.00 59816312 33595056  17.09      0.00 960608.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:48    64055      4870    1.98   28.71  100.00    0.00    7.78    37    305.94      0.00 59816312 33595056  17.09      0.00    451.49      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:49    64055      4870    0.00   24.00  100.00    0.00   18.92    37    248.00      0.00 59816312 33595056  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:50    64055      4870    0.00   28.00  100.00    0.00   25.94    33     93.00      0.00 59816312 33595056  17.09      8.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:51    64055      4870    4.00   21.00  100.00    0.00   23.88    15    676.00      0.00 59816312 33595056  17.09      4.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:52    64055      4870    2.00  100.00  100.00    0.00   29.37     8    165.00      0.00 59816312 33595056  17.09      4.00 211724.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:53    64055      4870    3.00  100.00  100.00    0.00   19.96    19     35.00      0.00 59816312 33595056  17.09      0.00 239884.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:54    64055      4870    2.00   15.00  100.00    0.00   14.77    19    143.00      0.00 59816312 33595056  17.09      0.00    336.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:55    64055      4870    0.00   17.00  100.00    0.00   14.47    19    100.00      0.00 59816312 33595056  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:56    64055      4870    0.00   13.00  100.00    0.00    9.04    31    340.00      0.00 59816312 33595056  17.09      0.00    160.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:57    64055      4870    7.00   25.00  100.00    0.00   19.90    11    924.00      0.00 59816312 33595056  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:58    64055      4870    0.00   17.00  100.00    0.00   23.54     9     68.00      0.00 59816312 33595056  17.09      0.00   2776.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:34:59    64055      4870    4.00   11.00  100.00    0.00   23.37    35    261.00      0.00 59816312 33595056  17.09      0.00    392.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:00    64055      4870    4.00   30.00  100.00    0.00   25.31    39    478.00      0.00 59816312 33595056  17.09      8.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:01    64055      4870   10.00    0.00  100.00    0.00   12.64    25    841.00      0.00 59816312 33595056  17.09     64.00    104.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:02    64055      4870    2.00   19.00  100.00    0.00   17.77    25     72.00      0.00 59816312 33595056  17.09      0.00     32.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:03    64055      4870    0.00   12.00  100.00    0.00   14.42    25    229.00      0.00 59816312 33595056  17.09      0.00    356.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:04    64055      4870    0.00   29.00  100.00    0.00   18.91    31    350.00      0.00 59816312 33595056  17.09     20.00    128.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:05    64055      4870    0.00   14.00  100.00    0.00   23.25    39     77.00      0.00 59816312 33595056  17.09     16.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:06    64055      4870    3.00   16.00  100.00    0.00   24.62    38    566.00      0.00 59816312 33595056  17.09     12.00    380.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:07    64055      4870    4.00   26.00  100.00    0.00   24.91    38    236.00      0.00 59816312 33595056  17.09     96.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:08    64055      4870   14.00  100.00  100.00    1.00   19.80     4     96.00      0.00 59816312 33595056  17.09     12.00 335764.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:09    64055      4870    4.00   73.00  100.00    0.00   18.53    43     70.00      0.00 59816312 33595056  17.09      0.00  65524.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:10    64055      4870    1.00   10.00  100.00    0.00   14.68    43     87.00      0.00 59816312 33595056  17.09      0.00     32.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:11    64055      4870   11.00   20.00  100.00    0.00   18.56     1    645.00      0.00 59816312 33595056  17.09     28.00    496.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:12    64055      4870    0.00   27.00  100.00    0.00   22.79    37     83.00      0.00 59816312 33595056  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:13    64055      4870    0.00   19.00  100.00    0.00   25.01    41   3651.00      0.00 59816312 33595056  17.09      0.00   1308.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:14    64055      4870   16.00   10.00  100.00    0.00   23.82    36    151.00      0.00 59816312 33595056  17.09      8.00    440.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:15    64055      4870    0.00   12.00  100.00    0.00   17.14    17     27.00      0.00 59816312 33595056  17.09     36.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:16    64055      4870    6.00    2.00  100.00    0.00   14.44    17    385.00      0.00 59816312 33595056  17.09      0.00     32.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:17    64055      4870    2.00   27.00  100.00    0.00   12.41    23    348.00      0.00 59816312 33595056  17.09      0.00    128.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:18    64055      4870    7.00   14.00  100.00    0.00   16.11    23   1477.00      0.00 59816312 33595056  17.09      0.00    356.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:19    64055      4870    0.00  100.00  100.00    0.00   31.48    31    257.00      0.00 59816312 33595056  17.09      0.00 401328.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:20    64055      4870    0.00   14.00  100.00    0.00   25.62    43    209.00      0.00 59816312 33595056  17.09     44.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:21    64055      4870    6.00   24.00  100.00    0.00   24.11    47    179.00      0.00 59816312 33595056  17.09     32.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:22    64055      4870    4.00    8.00  100.00    0.00   16.08    18    399.00      0.00 59816312 33595056  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:23    64055      4870    0.00    6.00  100.00    0.00   15.25    20     48.00      0.00 59816312 33595056  17.09      0.00    420.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:24    64055      4870   11.00  100.00  100.00    0.00   19.38    44    102.00      0.00 59816312 33595056  17.09      0.00 401328.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:25    64055      4870    7.00   16.00  100.00    0.00   16.34    44    955.00      0.00 59816312 33595056  17.09      0.00     64.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:26    64055      4870    0.00   23.00  100.00    0.00   23.96    23     84.00      0.00 59816312 33595056  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:27    64055      4870    0.00   17.00  100.00    0.00   24.42    38    166.00      0.00 59816312 33595056  17.09    384.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:28    64055      4870    7.00   26.00  100.00    0.00   25.05    45   1291.00      0.00 59816312 33595056  17.09    760.00    404.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:29    64055      4870    1.00   15.00  100.00    0.00   15.63    35     33.00      0.00 59816312 33595056  17.09    384.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:30    64055      4870    7.00   37.00  100.00    0.00   15.80     4     47.00      0.00 59816312 33595056  17.09      0.00  68204.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:31    64055      4870    3.00   13.00  100.00    0.00   12.78     4     53.00      0.00 59816312 33595056  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:32    64055      4870    0.00   24.00  100.00    0.00   16.17     5    463.00      0.00 59816312 33595056  17.09      0.00    160.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:33    64055      4870    0.00   20.00  100.00    0.00   23.95    29     90.00      0.00 59816312 33595056  17.09      0.00    428.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:34    64055      4870    0.00   19.00  100.00    0.00   24.10    43    148.00      0.00 59816312 33595056  17.09    128.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:35    64055      4870    7.00  100.00  100.00    0.00   28.59    22    230.00      0.00 59816312 33595056  17.09      0.00 401548.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:36    64055      4870   10.00    6.00  100.00    0.00   17.64    11     58.00      0.00 59816312 33595056  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:37    64055      4870    0.00    4.00  100.00    0.00   14.80    11     19.00      0.00 59816312 33595056  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:38    64055      4870    6.00   16.00  100.00    0.00    8.81    11    387.00      0.00 59816312 33595056  17.09      0.00    336.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:39    64055      4870   12.00   22.00  100.00    0.00   15.22    11    210.00      0.00 59816312 33595056  17.09      0.00    132.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:40    64055      4870    0.00   29.00  100.00    0.00   23.38     9     64.00      0.00 59816312 33595056  17.09      0.00  62956.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:41    64055      4870    9.00  100.00  100.00    0.00   30.45    22    247.00      0.00 59816312 33595056  17.09   1152.00 271408.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:42    64055      4870   10.00   26.00  100.00    0.00   25.00    41    384.00      0.00 59816312 33595056  17.09    752.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:43    64055      4870    0.00   14.00  100.00    1.00   17.29     6     49.00      0.00 59816312 33595056  17.09     88.00    408.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:35:44    64055      4870    3.00    6.00  100.00    0.00   16.77    41    385.00      0.00 59816312 33595056  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
